time,open,high,low,close,short1,short2,short3,short4,short5,short6,long1,long2,long3,long4,long5,long6,Basis,Upper,Lower,MA,MA,MA,Volume,Volume MA,RSI,Histogram,MACD,Signal
2018-08-16T13:30:00Z,52.95,53.2325,52.8675,53.2275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.39431250000018,52.82706060441765,51.96156439558271,NaN,NaN,NaN,2061508,1180796.2,70.36946632527649,0.050110100579906044,0.14944510951624324,0.09933500893633719
2018-08-16T14:30:00Z,53.235,53.38,53.145,53.3375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.446562500000184,53.04002525947012,51.85309974053025,NaN,NaN,NaN,1497588,1155342.8,71.79939062476251,0.0844757454539822,0.20492969075381495,0.12045394529983275
2018-08-16T15:30:00Z,53.34,53.415,53.265,53.3375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.49656250000019,53.20265955202486,51.790465447975514,NaN,NaN,NaN,749648,1140574.4,71.79939062476251,0.10048895209496023,0.24606513541853303,0.1455761833235728
2018-08-16T16:30:00Z,53.3375,53.3525,53.235,53.335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.54043750000019,53.33489536349923,51.74597963650115,NaN,NaN,NaN,705504,1132839.2,71.70817716146296,0.10377118843636354,0.27529016886902724,0.1715189804326637
2018-08-16T17:30:00Z,53.345,53.4475,53.2875,53.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.591562500000194,53.446225033915916,51.73689996608447,NaN,NaN,NaN,768608,1115540.8,71.12433915181634,0.09786760265429997,0.29385348375053866,0.19598588109623868
2018-08-16T18:30:00Z,53.3175,53.4525,53.28,53.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.65293750000019,53.56566256642512,51.740212433575266,NaN,NaN,NaN,976044,1112463.4,73.09055781993989,0.09522741011754426,0.315020143743169,0.21979273362562474
2018-08-16T19:30:00Z,53.4475,53.4475,53.2275,53.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.703687500000186,53.656497644718705,51.750877355281666,NaN,NaN,NaN,1241656,1072857.4,70.01022739889717,0.08179047720628846,0.3220308301334853,0.24024035292719687
2018-08-17T13:30:00Z,53.37,53.7975,53.3,53.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.768312500000185,53.77975153517655,51.75687346482382,NaN,NaN,NaN,2681744,1139043,73.74406029143637,0.08188780156400949,0.3426001048822087,0.2607123033181992
2018-08-17T14:30:00Z,53.6175,54.06,53.6175,54.0125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.84743750000018,53.98087267542121,51.714002324579155,NaN,NaN,NaN,1898620,1203870.2,78.69703576044915,0.10128494241672681,0.38731848133910773,0.2860335389223809
2018-08-17T15:30:00Z,54.0075,54.4175,53.9975,54.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.94181250000018,54.19291288441395,51.690712115586415,NaN,NaN,NaN,1970944,1281426.6,80.60652980378227,0.11812944589985452,0.4336953462971991,0.31556590039734456
